Year,Scenario,Group,Metric,Value,% Reduction vs S0 (group)
2011,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2012,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2013,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2014,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2015,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2016,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2017,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2018,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2019,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2020,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2021,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2022,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2023,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2024,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),37.45960626103016,0.0
2025,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),37.41921252206032,0.0
2026,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),37.37881878309048,0.0
2027,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),37.33842504412064,0.0
2028,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),37.2980313051508,0.0
2029,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),37.25763756618096,0.0
2030,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),37.21724382721112,0.0
2031,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),37.17685008824128,0.0
2032,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),37.13645634927144,0.0
2033,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),37.09606261030161,0.0
2034,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),37.05566887133177,0.0
2035,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),37.01527513236193,0.0
2036,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),36.97488139339209,0.0
2037,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),36.93448765442225,0.0
2038,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),36.89409391545241,0.0
2039,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),36.85370017648257,0.0
2040,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),36.81330643751273,0.0
2041,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),36.77291269854288,0.0
2042,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),36.73251895957304,0.0
2043,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),36.6921252206032,0.0
2044,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),36.65173148163336,0.0
2045,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),36.61133774266352,0.0
2046,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),36.57094400369368,0.0
2047,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),36.53055026472384,0.0
2048,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),36.490156525754,0.0
2049,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),36.44976278678416,0.0
2050,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),36.40936904781432,0.0
2002,S0 (baseline),Vans,Emissions (ktCO2e),110443.3,0.0
2003,S0 (baseline),Vans,Emissions (ktCO2e),113805.2,0.0
2004,S0 (baseline),Vans,Emissions (ktCO2e),117149.0,0.0
2005,S0 (baseline),Vans,Emissions (ktCO2e),121864.0,0.0
2006,S0 (baseline),Vans,Emissions (ktCO2e),125302.5,0.0
2007,S0 (baseline),Vans,Emissions (ktCO2e),129029.5,0.0
2008,S0 (baseline),Vans,Emissions (ktCO2e),130437.09999999999,0.0
2009,S0 (baseline),Vans,Emissions (ktCO2e),123614.2,0.0
2010,S0 (baseline),Vans,Emissions (ktCO2e),132544.9,0.0
2011,S0 (baseline),Vans,Emissions (ktCO2e),136915.8,0.0
2012,S0 (baseline),Vans,Emissions (ktCO2e),139032.1,0.0
2013,S0 (baseline),Vans,Emissions (ktCO2e),139891.4,0.0
2014,S0 (baseline),Vans,Emissions (ktCO2e),124372.79999999999,0.0
2015,S0 (baseline),Vans,Emissions (ktCO2e),129418.5,0.0
2016,S0 (baseline),Vans,Emissions (ktCO2e),154762.7,0.0
2017,S0 (baseline),Vans,Emissions (ktCO2e),153689.6,0.0
2018,S0 (baseline),Vans,Emissions (ktCO2e),151518.5,0.0
2019,S0 (baseline),Vans,Emissions (ktCO2e),167516.8,0.0
2020,S0 (baseline),Vans,Emissions (ktCO2e),153855.4,0.0
2021,S0 (baseline),Vans,Emissions (ktCO2e),176973.6,0.0
2022,S0 (baseline),Vans,Emissions (ktCO2e),164714.4,0.0
2023,S0 (baseline),Vans,Emissions (ktCO2e),176981.6,0.0
2024,S0 (baseline),Vans,Emissions (ktCO2e),186007.85134050573,0.0
2025,S0 (baseline),Vans,Emissions (ktCO2e),193693.19328354055,0.0
2026,S0 (baseline),Vans,Emissions (ktCO2e),202332.14256238856,0.0
2027,S0 (baseline),Vans,Emissions (ktCO2e),211989.775431145,0.0
2028,S0 (baseline),Vans,Emissions (ktCO2e),222731.1681439054,0.0
2029,S0 (baseline),Vans,Emissions (ktCO2e),234621.396954765,0.0
2030,S0 (baseline),Vans,Emissions (ktCO2e),247725.5381178191,0.0
2031,S0 (baseline),Vans,Emissions (ktCO2e),262108.6678871631,0.0
2032,S0 (baseline),Vans,Emissions (ktCO2e),277835.8625168923,0.0
2033,S0 (baseline),Vans,Emissions (ktCO2e),294972.1982611022,0.0
2034,S0 (baseline),Vans,Emissions (ktCO2e),313582.751373888,0.0
2035,S0 (baseline),Vans,Emissions (ktCO2e),333732.598109345,0.0
2036,S0 (baseline),Vans,Emissions (ktCO2e),355486.81472156866,0.0
2037,S0 (baseline),Vans,Emissions (ktCO2e),378910.4774646544,0.0
2038,S0 (baseline),Vans,Emissions (ktCO2e),404068.66259269725,0.0
2039,S0 (baseline),Vans,Emissions (ktCO2e),431026.4463597929,0.0
2040,S0 (baseline),Vans,Emissions (ktCO2e),459848.9050200366,0.0
2041,S0 (baseline),Vans,Emissions (ktCO2e),490601.1148275235,0.0
2042,S0 (baseline),Vans,Emissions (ktCO2e),523348.1520363492,0.0
2043,S0 (baseline),Vans,Emissions (ktCO2e),558155.0929006088,0.0
2044,S0 (baseline),Vans,Emissions (ktCO2e),595087.013674398,0.0
2045,S0 (baseline),Vans,Emissions (ktCO2e),634208.9906118119,0.0
2046,S0 (baseline),Vans,Emissions (ktCO2e),675586.0999669457,0.0
2047,S0 (baseline),Vans,Emissions (ktCO2e),719283.4179938951,0.0
2048,S0 (baseline),Vans,Emissions (ktCO2e),765366.0209467551,0.0
2049,S0 (baseline),Vans,Emissions (ktCO2e),813898.9850796212,0.0
2050,S0 (baseline),Vans,Emissions (ktCO2e),864947.3866465889,0.0
2002,S1 (Net-zero policy),Vans,Emissions (ktCO2e),110443.3,0.0
2003,S1 (Net-zero policy),Vans,Emissions (ktCO2e),113805.2,0.0
2004,S1 (Net-zero policy),Vans,Emissions (ktCO2e),117149.0,0.0
2005,S1 (Net-zero policy),Vans,Emissions (ktCO2e),121864.0,0.0
2006,S1 (Net-zero policy),Vans,Emissions (ktCO2e),125302.5,0.0
2007,S1 (Net-zero policy),Vans,Emissions (ktCO2e),129029.5,0.0
2008,S1 (Net-zero policy),Vans,Emissions (ktCO2e),130437.09999999999,0.0
2009,S1 (Net-zero policy),Vans,Emissions (ktCO2e),123614.2,0.0
2010,S1 (Net-zero policy),Vans,Emissions (ktCO2e),132544.9,0.0
2011,S1 (Net-zero policy),Vans,Emissions (ktCO2e),136915.8,0.0
2012,S1 (Net-zero policy),Vans,Emissions (ktCO2e),139032.1,0.0
2013,S1 (Net-zero policy),Vans,Emissions (ktCO2e),139891.4,0.0
2014,S1 (Net-zero policy),Vans,Emissions (ktCO2e),124372.79999999999,0.0
2015,S1 (Net-zero policy),Vans,Emissions (ktCO2e),129418.5,0.0
2016,S1 (Net-zero policy),Vans,Emissions (ktCO2e),154762.7,0.0
2017,S1 (Net-zero policy),Vans,Emissions (ktCO2e),153689.6,0.0
2018,S1 (Net-zero policy),Vans,Emissions (ktCO2e),151518.5,0.0
2019,S1 (Net-zero policy),Vans,Emissions (ktCO2e),167516.8,0.0
2020,S1 (Net-zero policy),Vans,Emissions (ktCO2e),153855.4,0.0
2021,S1 (Net-zero policy),Vans,Emissions (ktCO2e),176973.6,0.0
2022,S1 (Net-zero policy),Vans,Emissions (ktCO2e),164714.4,0.0
2023,S1 (Net-zero policy),Vans,Emissions (ktCO2e),176981.6,0.0
2024,S1 (Net-zero policy),Vans,Emissions (ktCO2e),186007.85134050573,0.0
2025,S1 (Net-zero policy),Vans,Emissions (ktCO2e),179569.11802487285,7.291983274803037
2026,S1 (Net-zero policy),Vans,Emissions (ktCO2e),173130.38470923994,14.432584701239126
2027,S1 (Net-zero policy),Vans,Emissions (ktCO2e),166691.65139360706,21.368070203107948
2028,S1 (Net-zero policy),Vans,Emissions (ktCO2e),160252.9180779742,28.050968612333747
2029,S1 (Net-zero policy),Vans,Emissions (ktCO2e),153814.1847623413,34.44153570017458
2030,S1 (Net-zero policy),Vans,Emissions (ktCO2e),147375.4514467084,40.508575512058776
2031,S1 (Net-zero policy),Vans,Emissions (ktCO2e),140936.7181310755,46.22966143502424
2032,S1 (Net-zero policy),Vans,Emissions (ktCO2e),134497.98481544259,51.59084806509989
2033,S1 (Net-zero policy),Vans,Emissions (ktCO2e),128059.25149980972,56.58599276313668
2034,S1 (Net-zero policy),Vans,Emissions (ktCO2e),121620.51818417684,61.21581379992185
2035,S1 (Net-zero policy),Vans,Emissions (ktCO2e),115181.78486854395,65.48680424954907
2036,S1 (Net-zero policy),Vans,Emissions (ktCO2e),108743.05155291104,69.4101026959093
2037,S1 (Net-zero policy),Vans,Emissions (ktCO2e),102304.31823727814,73.00039868999892
2038,S1 (Net-zero policy),Vans,Emissions (ktCO2e),95865.58492164526,76.27492706152317
2039,S1 (Net-zero policy),Vans,Emissions (ktCO2e),89426.85160601238,79.25258360333541
2040,S1 (Net-zero policy),Vans,Emissions (ktCO2e),82988.1182903795,81.95317692737281
2041,S1 (Net-zero policy),Vans,Emissions (ktCO2e),76549.38497474659,84.39681797265007
2042,S1 (Net-zero policy),Vans,Emissions (ktCO2e),70110.65165911369,86.60343952943887
2043,S1 (Net-zero policy),Vans,Emissions (ktCO2e),63671.91834348083,88.59243261356052
2044,S1 (Net-zero policy),Vans,Emissions (ktCO2e),57233.185027847925,90.38238380057088
2045,S1 (Net-zero policy),Vans,Emissions (ktCO2e),50794.451712215036,91.99089693395636
2046,S1 (Net-zero policy),Vans,Emissions (ktCO2e),44355.71839658214,93.43448327330115
2047,S1 (Net-zero policy),Vans,Emissions (ktCO2e),37916.98508094924,94.72850560260365
2048,S1 (Net-zero policy),Vans,Emissions (ktCO2e),31478.251765316345,95.88716367021652
2049,S1 (Net-zero policy),Vans,Emissions (ktCO2e),25039.51844968347,96.92351029934827
2050,S1 (Net-zero policy),Vans,Emissions (ktCO2e),18600.785134050577,97.84948941158537
2002,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),110443.3,0.0
2003,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),113805.2,0.0
2004,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),117149.0,0.0
2005,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),121864.0,0.0
2006,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),125302.5,0.0
2007,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),129029.5,0.0
2008,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),130437.09999999999,0.0
2009,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),123614.2,0.0
2010,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),132544.9,0.0
2011,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),136915.8,0.0
2012,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),139032.1,0.0
2013,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),139891.4,0.0
2014,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),124372.79999999999,0.0
2015,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),129418.5,0.0
2016,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),154762.7,0.0
2017,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),153689.6,0.0
2018,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),151518.5,0.0
2019,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),167516.8,0.0
2020,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),153855.4,0.0
2021,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),176973.6,0.0
2022,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),164714.4,0.0
2023,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),176981.6,0.0
2024,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),186007.85134050573,0.0
2025,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),193693.19328354055,0.0
2026,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),202332.14256238856,0.0
2027,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),211989.775431145,0.0
2028,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),222731.1681439054,0.0
2029,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),234621.396954765,0.0
2030,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),247725.5381178191,0.0
2031,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),262108.6678871631,0.0
2032,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),277835.8625168923,0.0
2033,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),294972.1982611022,0.0
2034,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),313582.751373888,0.0
2035,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),333732.598109345,0.0
2036,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),355486.81472156866,0.0
2037,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),378910.4774646544,0.0
2038,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),404068.66259269725,0.0
2039,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),431026.4463597929,0.0
2040,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),459848.9050200366,0.0
2041,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),490601.1148275235,0.0
2042,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),523348.1520363492,0.0
2043,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),558155.0929006088,0.0
2044,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),595087.013674398,0.0
2045,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),634208.9906118119,0.0
2046,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),675586.0999669457,0.0
2047,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),719283.4179938951,0.0
2048,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),765366.0209467551,0.0
2049,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),813898.9850796212,0.0
2050,S2 (Fuel switch – HGV→HVO),Vans,Emissions (ktCO2e),864947.3866465889,0.0
2002,S3 (Van electrification),Vans,Emissions (ktCO2e),110443.3,0.0
2003,S3 (Van electrification),Vans,Emissions (ktCO2e),113805.2,0.0
2004,S3 (Van electrification),Vans,Emissions (ktCO2e),117149.0,0.0
2005,S3 (Van electrification),Vans,Emissions (ktCO2e),121864.0,0.0
2006,S3 (Van electrification),Vans,Emissions (ktCO2e),125302.5,0.0
2007,S3 (Van electrification),Vans,Emissions (ktCO2e),129029.5,0.0
2008,S3 (Van electrification),Vans,Emissions (ktCO2e),130437.09999999999,0.0
2009,S3 (Van electrification),Vans,Emissions (ktCO2e),123614.2,0.0
2010,S3 (Van electrification),Vans,Emissions (ktCO2e),132544.9,0.0
2011,S3 (Van electrification),Vans,Emissions (ktCO2e),136915.8,0.0
2012,S3 (Van electrification),Vans,Emissions (ktCO2e),139032.1,0.0
2013,S3 (Van electrification),Vans,Emissions (ktCO2e),139891.4,0.0
2014,S3 (Van electrification),Vans,Emissions (ktCO2e),124372.79999999999,0.0
2015,S3 (Van electrification),Vans,Emissions (ktCO2e),129418.5,0.0
2016,S3 (Van electrification),Vans,Emissions (ktCO2e),154762.7,0.0
2017,S3 (Van electrification),Vans,Emissions (ktCO2e),153689.6,0.0
2018,S3 (Van electrification),Vans,Emissions (ktCO2e),151518.5,0.0
2019,S3 (Van electrification),Vans,Emissions (ktCO2e),167516.8,0.0
2020,S3 (Van electrification),Vans,Emissions (ktCO2e),153855.4,0.0
2021,S3 (Van electrification),Vans,Emissions (ktCO2e),176973.6,0.0
2022,S3 (Van electrification),Vans,Emissions (ktCO2e),164714.4,0.0
2023,S3 (Van electrification),Vans,Emissions (ktCO2e),176981.6,0.0
2024,S3 (Van electrification),Vans,Emissions (ktCO2e),186007.85134050573,0.0
2025,S3 (Van electrification),Vans,Emissions (ktCO2e),188986.31323696498,2.4300699300699335
2026,S3 (Van electrification),Vans,Emissions (ktCO2e),192003.2989210918,5.1048951048951015
2027,S3 (Van electrification),Vans,Emissions (ktCO2e),194978.70778728215,8.024475524475527
2028,S3 (Van electrification),Vans,Emissions (ktCO2e),197810.19828165026,11.188811188811187
2029,S3 (Van electrification),Vans,Emissions (ktCO2e),200371.59512657812,14.597902097902104
2030,S3 (Van electrification),Vans,Emissions (ktCO2e),202511.2965452661,18.251748251748257
2031,S3 (Van electrification),Vans,Emissions (ktCO2e),204050.68148628273,22.150349650349654
2032,S3 (Van electrification),Vans,Emissions (ktCO2e),204782.51684811505,26.293706293706286
2033,S3 (Van electrification),Vans,Emissions (ktCO2e),204469.36470371857,30.681818181818176
2034,S3 (Van electrification),Vans,Emissions (ktCO2e),202841.98952506742,35.31468531468531
2035,S3 (Van electrification),Vans,Emissions (ktCO2e),199597.76540770443,40.19230769230769
2036,S3 (Van electrification),Vans,Emissions (ktCO2e),199619.51903595778,43.84615384615385
2037,S3 (Van electrification),Vans,Emissions (ktCO2e),198522.02515737433,47.60714285714285
2038,S3 (Van electrification),Vans,Emissions (ktCO2e),196439.53442968047,51.384615384615394
2039,S3 (Van electrification),Vans,Emissions (ktCO2e),193192.21077912144,55.17857142857143
2040,S3 (Van electrification),Vans,Emissions (ktCO2e),188588.5839049205,58.98901098901099
2041,S3 (Van electrification),Vans,Emissions (ktCO2e),182425.44201072885,62.815934065934066
2042,S3 (Van electrification),Vans,Emissions (ktCO2e),174487.72453607508,66.65934065934066
2043,S3 (Van electrification),Vans,Emissions (ktCO2e),164548.41488781403,70.51923076923077
2044,S3 (Van electrification),Vans,Emissions (ktCO2e),152368.43317157662,74.3956043956044
2045,S3 (Van electrification),Vans,Emissions (ktCO2e),137696.52892321837,78.28846153846155
2046,S3 (Van electrification),Vans,Emissions (ktCO2e),120269.1738402694,82.1978021978022
2047,S3 (Van electrification),Vans,Emissions (ktCO2e),99810.45451338356,86.12362637362638
2048,S3 (Van electrification),Vans,Emissions (ktCO2e),76031.96515778758,90.06593406593406
2049,S3 (Van electrification),Vans,Emissions (ktCO2e),48632.70034473012,94.02472527472527
2050,S3 (Van electrification),Vans,Emissions (ktCO2e),17298.947732931792,98.0
2002,S4 (Combined high-impact),Vans,Emissions (ktCO2e),110443.3,0.0
2003,S4 (Combined high-impact),Vans,Emissions (ktCO2e),113805.2,0.0
2004,S4 (Combined high-impact),Vans,Emissions (ktCO2e),117149.0,0.0
2005,S4 (Combined high-impact),Vans,Emissions (ktCO2e),121864.0,0.0
2006,S4 (Combined high-impact),Vans,Emissions (ktCO2e),125302.5,0.0
2007,S4 (Combined high-impact),Vans,Emissions (ktCO2e),129029.5,0.0
2008,S4 (Combined high-impact),Vans,Emissions (ktCO2e),130437.09999999999,0.0
2009,S4 (Combined high-impact),Vans,Emissions (ktCO2e),123614.2,0.0
2010,S4 (Combined high-impact),Vans,Emissions (ktCO2e),132544.9,0.0
2011,S4 (Combined high-impact),Vans,Emissions (ktCO2e),136915.8,0.0
2012,S4 (Combined high-impact),Vans,Emissions (ktCO2e),139032.1,0.0
2013,S4 (Combined high-impact),Vans,Emissions (ktCO2e),139891.4,0.0
2014,S4 (Combined high-impact),Vans,Emissions (ktCO2e),124372.79999999999,0.0
2015,S4 (Combined high-impact),Vans,Emissions (ktCO2e),129418.5,0.0
2016,S4 (Combined high-impact),Vans,Emissions (ktCO2e),154762.7,0.0
2017,S4 (Combined high-impact),Vans,Emissions (ktCO2e),153689.6,0.0
2018,S4 (Combined high-impact),Vans,Emissions (ktCO2e),151518.5,0.0
2019,S4 (Combined high-impact),Vans,Emissions (ktCO2e),167516.8,0.0
2020,S4 (Combined high-impact),Vans,Emissions (ktCO2e),153855.4,0.0
2021,S4 (Combined high-impact),Vans,Emissions (ktCO2e),176973.6,0.0
2022,S4 (Combined high-impact),Vans,Emissions (ktCO2e),164714.4,0.0
2023,S4 (Combined high-impact),Vans,Emissions (ktCO2e),176981.6,0.0
2024,S4 (Combined high-impact),Vans,Emissions (ktCO2e),186007.85134050573,0.0
2025,S4 (Combined high-impact),Vans,Emissions (ktCO2e),188986.31323696498,2.4300699300699335
2026,S4 (Combined high-impact),Vans,Emissions (ktCO2e),192003.2989210918,5.1048951048951015
2027,S4 (Combined high-impact),Vans,Emissions (ktCO2e),194978.70778728215,8.024475524475527
2028,S4 (Combined high-impact),Vans,Emissions (ktCO2e),197810.19828165026,11.188811188811187
2029,S4 (Combined high-impact),Vans,Emissions (ktCO2e),200371.59512657812,14.597902097902104
2030,S4 (Combined high-impact),Vans,Emissions (ktCO2e),202511.2965452661,18.251748251748257
2031,S4 (Combined high-impact),Vans,Emissions (ktCO2e),204050.68148628273,22.150349650349654
2032,S4 (Combined high-impact),Vans,Emissions (ktCO2e),204782.51684811505,26.293706293706286
2033,S4 (Combined high-impact),Vans,Emissions (ktCO2e),204469.36470371857,30.681818181818176
2034,S4 (Combined high-impact),Vans,Emissions (ktCO2e),202841.98952506742,35.31468531468531
2035,S4 (Combined high-impact),Vans,Emissions (ktCO2e),199597.76540770443,40.19230769230769
2036,S4 (Combined high-impact),Vans,Emissions (ktCO2e),199619.51903595778,43.84615384615385
2037,S4 (Combined high-impact),Vans,Emissions (ktCO2e),198522.02515737433,47.60714285714285
2038,S4 (Combined high-impact),Vans,Emissions (ktCO2e),196439.53442968047,51.384615384615394
2039,S4 (Combined high-impact),Vans,Emissions (ktCO2e),193192.21077912144,55.17857142857143
2040,S4 (Combined high-impact),Vans,Emissions (ktCO2e),188588.5839049205,58.98901098901099
2041,S4 (Combined high-impact),Vans,Emissions (ktCO2e),182425.44201072885,62.815934065934066
2042,S4 (Combined high-impact),Vans,Emissions (ktCO2e),174487.72453607508,66.65934065934066
2043,S4 (Combined high-impact),Vans,Emissions (ktCO2e),164548.41488781403,70.51923076923077
2044,S4 (Combined high-impact),Vans,Emissions (ktCO2e),152368.43317157662,74.3956043956044
2045,S4 (Combined high-impact),Vans,Emissions (ktCO2e),137696.52892321837,78.28846153846155
2046,S4 (Combined high-impact),Vans,Emissions (ktCO2e),120269.1738402694,82.1978021978022
2047,S4 (Combined high-impact),Vans,Emissions (ktCO2e),99810.45451338356,86.12362637362638
2048,S4 (Combined high-impact),Vans,Emissions (ktCO2e),76031.96515778758,90.06593406593406
2049,S4 (Combined high-impact),Vans,Emissions (ktCO2e),48632.70034473012,94.02472527472527
2050,S4 (Combined high-impact),Vans,Emissions (ktCO2e),17298.947732931792,98.0
2002,S0 (baseline),Vans,Energy Intensity (MJ/t·km),2.37,0.0
2003,S0 (baseline),Vans,Energy Intensity (MJ/t·km),2.39,0.0
2004,S0 (baseline),Vans,Energy Intensity (MJ/t·km),2.3775,0.0
2005,S0 (baseline),Vans,Energy Intensity (MJ/t·km),2.345,0.0
2006,S0 (baseline),Vans,Energy Intensity (MJ/t·km),2.345,0.0
2007,S0 (baseline),Vans,Energy Intensity (MJ/t·km),2.355,0.0
2008,S0 (baseline),Vans,Energy Intensity (MJ/t·km),2.36,0.0
2009,S0 (baseline),Vans,Energy Intensity (MJ/t·km),2.34,0.0
2010,S0 (baseline),Vans,Energy Intensity (MJ/t·km),2.365,0.0
2011,S0 (baseline),Vans,Energy Intensity (MJ/t·km),2.36,0.0
2012,S0 (baseline),Vans,Energy Intensity (MJ/t·km),2.3675,0.0
2013,S0 (baseline),Vans,Energy Intensity (MJ/t·km),2.37,0.0
2014,S0 (baseline),Vans,Energy Intensity (MJ/t·km),2.3775,0.0
2015,S0 (baseline),Vans,Energy Intensity (MJ/t·km),2.365,0.0
2016,S0 (baseline),Vans,Energy Intensity (MJ/t·km),2.3525,0.0
2017,S0 (baseline),Vans,Energy Intensity (MJ/t·km),2.3425,0.0
2018,S0 (baseline),Vans,Energy Intensity (MJ/t·km),2.33,0.0
2019,S0 (baseline),Vans,Energy Intensity (MJ/t·km),2.32,0.0
2020,S0 (baseline),Vans,Energy Intensity (MJ/t·km),2.3125,0.0
2021,S0 (baseline),Vans,Energy Intensity (MJ/t·km),1.982,0.0
2022,S0 (baseline),Vans,Energy Intensity (MJ/t·km),2.2925,0.0
2023,S0 (baseline),Vans,Energy Intensity (MJ/t·km),1.9604026217228465,0.0
2024,S0 (baseline),Vans,Energy Intensity (MJ/t·km),1.9582909419421088,0.0
2025,S0 (baseline),Vans,Energy Intensity (MJ/t·km),1.9561792621613712,0.0
2026,S0 (baseline),Vans,Energy Intensity (MJ/t·km),1.9540675823806335,0.0
2027,S0 (baseline),Vans,Energy Intensity (MJ/t·km),1.9519559025998958,0.0
2028,S0 (baseline),Vans,Energy Intensity (MJ/t·km),1.9498442228191581,0.0
2029,S0 (baseline),Vans,Energy Intensity (MJ/t·km),1.9477325430384202,0.0
2030,S0 (baseline),Vans,Energy Intensity (MJ/t·km),1.9456208632576826,0.0
2031,S0 (baseline),Vans,Energy Intensity (MJ/t·km),1.943509183476945,0.0
2032,S0 (baseline),Vans,Energy Intensity (MJ/t·km),1.9413975036962072,0.0
2033,S0 (baseline),Vans,Energy Intensity (MJ/t·km),1.93928582391547,0.0
2034,S0 (baseline),Vans,Energy Intensity (MJ/t·km),1.9371741441347323,0.0
2035,S0 (baseline),Vans,Energy Intensity (MJ/t·km),1.9350624643539946,0.0
2036,S0 (baseline),Vans,Energy Intensity (MJ/t·km),1.932950784573257,0.0
2037,S0 (baseline),Vans,Energy Intensity (MJ/t·km),1.9308391047925193,0.0
2038,S0 (baseline),Vans,Energy Intensity (MJ/t·km),1.9287274250117816,0.0
